Customer_Name,Age,Annual_Income,Credit_Score,Employment_Status,Debt_to_Income_Ratio,Loan_Amount,Loan_Term_Months,Past_Loans,Defaults,Marital_Status,Education_Level,Risk_Flag
Arjun Gupta,21,741926,699,Salaried,0.26,351456,36,2,1,Single,Postgraduate,0
Komal Menon,50,642021,578,Salaried,0.33,278694,60,4,2,Single,Graduate,1
Tanvi Kadam,21,914671,766,Self-employed,0.38,433860,72,1,0,Single,Postgraduate,0
Sanjay Menon,45,305212,710,Salaried,0.16,72960,24,1,1,Single,Postgraduate,0
Shruti Menon,21,200000,731,Business,0.54,51404,48,7,0,Married,Postgraduate,1
Shruti Gupta,40,371427,729,Salaried,0.22,185114,24,4,0,Married,Undergraduate,0
Shruti Chavan,31,327520,683,Salaried,0.46,62594,12,2,1,Married,Postgraduate,1
Nisha Saxena,34,200000,710,Business,0.56,84586,12,3,0,Married,Graduate,1
Harsh Mehta,22,200000,674,Salaried,0.58,83905,48,1,1,Married,Graduate,1
Deepak Patil,40,287896,678,Government,0.3,120862,36,0,0,Single,Postgraduate,0
Deepak Kapoor,30,297701,662,Salaried,0.27,145737,72,5,0,Married,Postgraduate,0
Anjali Pawar,38,494366,722,Government,0.35,133022,24,4,0,Single,Undergraduate,0
Preeti Mane,22,407625,638,Unemployed,0.44,196058,24,3,2,Single,Postgraduate,1
Komal Chavan,29,294111,666,Salaried,0.37,101054,24,5,0,Single,Undergraduate,0
Vikram Patil,50,1360600,634,Self-employed,0.43,239314,72,0,1,Single,Postgraduate,1
Sneha Jadhav,28,391363,616,Salaried,0.14,115668,24,2,1,Married,Postgraduate,1
Vivek Choudhary,34,1099228,754,Government,0.43,300307,12,1,0,Single,Undergraduate,0
Priya Saxena,41,587812,588,Government,0.5,270344,36,3,1,Single,Undergraduate,1
Neha Joshi,39,295187,634,Business,0.22,31514,12,2,3,Single,Graduate,1
Komal Sawant,39,396644,565,Salaried,0.11,196687,60,5,2,Married,Undergraduate,1
Aditya Chavan,50,200000,807,Salaried,0.48,81984,12,0,0,Single,Graduate,1
Nisha Thakur,58,556515,591,Government,0.6,173974,60,3,3,Single,Undergraduate,1
Sakshi Joshi,32,227349,728,Self-employed,0.54,29182,60,4,0,Single,Undergraduate,1
Asha Verma,38,216260,642,Business,0.52,98445,48,0,1,Single,Postgraduate,1
Shruti Shinde,27,486359,750,Salaried,0.21,195378,12,0,0,Single,Graduate,0
Preeti Patel,48,200000,644,Salaried,0.32,22887,24,0,1,Married,Graduate,1
Preeti Dubey,21,1251024,659,Salaried,0.36,556296,60,5,0,Married,Postgraduate,0
Mahesh Chatterjee,50,200000,643,Self-employed,0.44,52944,36,3,3,Single,Postgraduate,1
Sakshi Saxena,22,259776,708,Salaried,0.34,105446,60,0,1,Married,Postgraduate,0
Pooja Gupta,38,564989,581,Business,0.39,235536,60,2,3,Married,Postgraduate,1
Pooja Saxena,42,1090304,596,Salaried,0.17,424437,48,1,3,Single,Undergraduate,1
Vivek Mehta,21,469117,684,Salaried,0.13,219286,12,3,1,Married,Undergraduate,0
Ankit Yadav,49,210112,839,Business,0.58,86147,12,2,0,Single,Undergraduate,1
Tanvi Thakur,22,638045,716,Business,0.37,269303,60,5,0,Single,Postgraduate,0
Tanvi Kulkarni,25,281843,644,Government,0.43,108102,12,4,3,Married,Postgraduate,1
Ajay Shinde,28,349789,616,Business,0.18,44752,60,7,2,Single,Undergraduate,1
Sakshi Sawant,41,404681,633,Government,0.4,104926,72,2,1,Single,Graduate,1
Amit Malhotra,36,490133,604,Business,0.47,161454,60,2,2,Married,Postgraduate,1
Komal Bhosale,30,473144,748,Business,0.13,53173,24,7,0,Single,Undergraduate,0
Rajesh Kadam,24,335415,735,Government,0.35,152391,24,2,0,Married,Graduate,0
Shruti Patel,44,386691,678,Salaried,0.43,90068,48,1,0,Single,Graduate,0
Rohit Dubey,36,634905,594,Self-employed,0.23,314226,60,4,3,Single,Undergraduate,1
Sneha Saxena,28,208189,653,Salaried,0.49,53083,72,1,1,Married,Postgraduate,1
Varun Thakur,28,335217,743,Self-employed,0.22,41647,60,5,0,Married,Graduate,0
Ankit Mehta,21,788747,563,Unemployed,0.2,88368,72,3,2,Single,Undergraduate,1
Manoj Kulkarni,21,200000,810,Self-employed,0.34,27302,36,3,0,Married,Undergraduate,0
Nitin Chavan,32,567307,610,Business,0.47,238566,36,5,2,Married,Undergraduate,1
Arjun Nair,43,413977,794,Government,0.33,91040,12,3,0,Single,Undergraduate,0
Neha Jadhav,55,295534,770,Salaried,0.46,73752,12,1,0,Single,Undergraduate,1
Nitin Choudhary,21,288171,647,Salaried,0.55,95935,36,0,2,Married,Graduate,1
Sneha Nair,27,707227,693,Salaried,0.2,343898,60,4,0,Single,Graduate,0
Amit Saxena,35,790733,710,Salaried,0.13,348616,72,0,0,Single,Postgraduate,0
Isha Kadam,21,270248,604,Salaried,0.55,117926,24,4,3,Married,Postgraduate,1
Ankita Thakur,45,394107,743,Salaried,0.39,75579,72,3,0,Married,Postgraduate,0
Tanvi Patel,33,369420,684,Salaried,0.53,88730,36,2,1,Married,Postgraduate,1
Ankita Kapoor,40,369592,621,Business,0.39,93191,36,4,1,Married,Postgraduate,1
Sunil Thakur,55,253993,538,Unemployed,0.26,33287,72,7,2,Single,Postgraduate,1
Isha Yadav,29,310248,700,Salaried,0.58,73174,60,6,0,Single,Graduate,1
Varun Mane,43,592342,811,Self-employed,0.36,195606,60,2,0,Married,Undergraduate,0
Mahesh Malhotra,39,433966,661,Business,0.36,91149,24,5,0,Single,Undergraduate,0
Amit Kapoor,47,690502,729,Salaried,0.37,103750,48,1,0,Married,Postgraduate,0
Harsh Iyer,25,449941,720,Salaried,0.29,208879,60,4,0,Married,Undergraduate,0
Divya Iyer,40,487710,786,Self-employed,0.26,65228,24,6,0,Single,Graduate,0
Rahul Mishra,33,235170,652,Business,0.42,100561,48,0,0,Single,Undergraduate,0
Meena Mishra,31,399596,711,Salaried,0.38,117519,12,6,1,Single,Graduate,0
Isha Pawar,25,446901,606,Business,0.37,216366,24,4,2,Married,Graduate,1
Komal Kadam,21,555632,661,Salaried,0.59,249087,24,6,1,Single,Undergraduate,1
Ankita Saxena,29,200000,674,Government,0.44,39312,12,0,1,Single,Undergraduate,0
Nisha Jadhav,32,651735,699,Business,0.58,67849,12,2,1,Single,Graduate,1
Radhika Mane,21,528380,603,Government,0.45,61970,24,5,1,Married,Graduate,1
Nitin Pandey,25,723987,715,Salaried,0.22,317740,48,0,0,Married,Undergraduate,0
Amit Kapoor,26,574995,613,Salaried,0.58,261318,12,5,1,Single,Undergraduate,1
Pooja Nair,25,200000,657,Business,0.47,32896,36,6,0,Single,Undergraduate,1
Pooja Mane,44,505623,724,Self-employed,0.57,195837,72,2,0,Married,Undergraduate,1
Sakshi Mehta,36,605004,683,Salaried,0.48,97361,60,4,0,Single,Postgraduate,1
Neha Patel,21,295336,844,Salaried,0.32,36198,24,3,0,Married,Postgraduate,0
Asha Chatterjee,22,293981,670,Self-employed,0.44,87991,24,6,1,Married,Graduate,0
Kavita Kadam,38,273749,493,Salaried,0.38,102292,36,2,1,Married,Graduate,1
Tanvi Mishra,23,300159,600,Salaried,0.37,71624,60,7,1,Single,Graduate,1
Mahesh Kapoor,28,271016,696,Government,0.36,77710,48,3,1,Single,Undergraduate,0
Rohit Sharma,37,465766,673,Self-employed,0.36,230542,48,5,1,Single,Graduate,0
Aditya Thakur,21,299849,662,Business,0.17,63359,72,5,0,Married,Graduate,0
Rajesh Patil,41,290786,673,Salaried,0.3,66616,48,4,0,Married,Postgraduate,0
Tanvi Sharma,21,430900,517,Salaried,0.5,162826,48,1,2,Married,Postgraduate,1
Komal Malhotra,26,298200,708,Salaried,0.35,118381,60,7,0,Married,Postgraduate,0
Shruti Malhotra,29,324095,676,Business,0.33,96465,60,4,1,Single,Graduate,0
Meena Menon,46,796636,719,Salaried,0.52,89343,12,6,0,Married,Graduate,1
Asha Kapoor,50,421003,719,Salaried,0.59,89063,12,0,1,Married,Undergraduate,1
Kavita Dubey,36,228082,681,Unemployed,0.55,54703,36,6,1,Single,Undergraduate,1
Priya Tripathi,35,241113,703,Salaried,0.21,52736,72,4,0,Single,Graduate,0
Kavita Dubey,43,508677,730,Self-employed,0.57,81890,72,6,0,Married,Undergraduate,1
Pooja Saxena,49,334390,646,Self-employed,0.55,98618,36,2,3,Married,Undergraduate,1
Asha Malhotra,37,214441,639,Salaried,0.23,87143,24,0,1,Married,Undergraduate,1
Tanvi Kapoor,38,560581,774,Salaried,0.22,228133,12,1,0,Single,Postgraduate,0
Suresh Chatterjee,37,493233,673,Business,0.25,217906,24,6,0,Married,Undergraduate,0
Priya Nair,30,750139,698,Self-employed,0.31,99607,60,6,1,Married,Undergraduate,0
Manoj Nair,45,366289,483,Salaried,0.42,130389,36,3,3,Single,Graduate,1
Deepak Chatterjee,22,825490,658,Salaried,0.23,206847,48,0,0,Single,Undergraduate,0
Sneha Patil,21,526416,758,Self-employed,0.39,142574,60,2,0,Married,Undergraduate,0
Harsh More,46,730517,745,Salaried,0.24,121887,24,5,0,Single,Postgraduate,0
Rajesh Tripathi,49,540181,641,Unemployed,0.38,231549,72,2,3,Single,Postgraduate,1
Tanvi Reddy,31,256835,743,Government,0.55,119083,60,3,0,Single,Postgraduate,1
Priya Mehta,26,460074,612,Business,0.23,171816,12,5,1,Single,Postgraduate,1
Varun Singh,34,275635,768,Government,0.52,40510,72,1,0,Married,Undergraduate,1
Aditya Deshmukh,30,318236,672,Salaried,0.29,131803,72,2,0,Single,Graduate,0
Suresh Pawar,42,747009,817,Business,0.54,311655,24,3,0,Single,Undergraduate,1
Shruti Jadhav,36,548602,533,Business,0.33,179056,48,7,3,Married,Undergraduate,1
Rohit Verma,30,498986,630,Salaried,0.11,153469,72,2,3,Married,Postgraduate,1
Radhika Jadhav,39,446343,637,Salaried,0.37,54006,24,4,3,Married,Undergraduate,1
Amit Tripathi,41,325632,661,Salaried,0.55,137570,24,5,1,Single,Postgraduate,1
Anjali Chavan,21,212954,818,Salaried,0.55,51074,24,6,0,Single,Undergraduate,1
Rajesh Menon,34,670369,756,Business,0.48,220013,72,2,0,Married,Undergraduate,1
Ankita Sawant,21,200000,781,Business,0.16,79325,48,4,0,Single,Graduate,0
Priya Shinde,44,408286,593,Unemployed,0.32,142997,60,3,2,Married,Graduate,1
Sakshi Joshi,47,459921,739,Salaried,0.28,125785,60,6,0,Single,Postgraduate,0
Divya Choudhary,43,276057,550,Government,0.41,112508,24,3,1,Single,Graduate,1
Nitin Reddy,27,312132,675,Business,0.56,136950,12,2,1,Married,Postgraduate,1
Aditya Bhosale,27,757785,690,Salaried,0.33,92911,12,3,0,Single,Postgraduate,0
Isha Kulkarni,52,550932,720,Salaried,0.25,118910,72,4,1,Married,Postgraduate,0
Pooja Dubey,41,210133,607,Self-employed,0.3,36771,72,7,3,Single,Graduate,1
Karan Gupta,42,244950,785,Business,0.43,109175,48,6,0,Single,Postgraduate,0
Karan Singh,44,200000,675,Self-employed,0.12,78658,60,4,0,Single,Undergraduate,0
Nisha Iyer,21,313819,730,Salaried,0.27,91521,48,2,0,Married,Graduate,0
Sakshi Mane,31,259382,807,Government,0.21,128249,60,1,0,Single,Undergraduate,0
Sneha Mane,29,372850,612,Salaried,0.13,146973,72,7,1,Single,Graduate,1
Neha Sawant,34,246488,678,Salaried,0.3,88762,72,3,0,Married,Postgraduate,0
Vikram Bhosale,42,265594,620,Salaried,0.37,61329,36,3,3,Married,Undergraduate,1
Aditya Choudhary,21,317991,813,Salaried,0.51,97342,48,6,0,Single,Graduate,1
Kavita Mehta,38,547012,683,Salaried,0.31,146932,72,1,1,Single,Postgraduate,0
Asha Shinde,45,516048,818,Salaried,0.29,105393,72,4,0,Married,Postgraduate,0
Neha Thakur,21,344936,708,Salaried,0.37,77030,72,2,0,Married,Undergraduate,0
Deepak Nair,35,428506,623,Government,0.18,213377,60,6,3,Married,Graduate,1
Ajay More,21,631441,720,Business,0.32,178412,24,1,1,Married,Undergraduate,0
Sakshi Chatterjee,57,439289,641,Salaried,0.3,124969,60,0,3,Single,Graduate,1
Aditya Jadhav,39,888384,695,Government,0.54,145395,72,5,1,Married,Undergraduate,1
Varun Deshmukh,21,318793,682,Salaried,0.33,129017,60,2,0,Single,Graduate,0
Sakshi Patil,36,994910,766,Government,0.33,200016,36,4,0,Married,Graduate,0
Neha Reddy,27,562854,552,Salaried,0.31,73670,36,7,2,Single,Graduate,1
Sunil Singh,31,279876,822,Salaried,0.53,48825,12,1,0,Single,Graduate,1
Anjali Jadhav,21,478517,715,Salaried,0.55,105109,36,1,1,Married,Graduate,1
Preeti Shinde,26,384158,725,Salaried,0.13,179293,36,3,0,Married,Graduate,0
Sakshi Kapoor,44,614091,645,Business,0.58,122770,36,2,2,Single,Graduate,1
Radhika Gupta,21,425780,663,Government,0.29,59581,36,0,1,Married,Graduate,0
Anjali Kulkarni,21,614581,583,Business,0.53,123797,12,0,2,Single,Postgraduate,1
Ankit Iyer,38,492979,701,Salaried,0.25,56080,60,5,1,Married,Graduate,0
Asha Sawant,30,423612,566,Business,0.22,69614,60,1,1,Married,Undergraduate,1
Meena More,37,290750,670,Government,0.38,69313,48,1,0,Married,Undergraduate,0
Sneha Malhotra,58,230141,744,Salaried,0.29,91996,48,5,0,Married,Undergraduate,0
Pooja Deshmukh,27,751597,710,Salaried,0.52,118007,48,5,0,Single,Postgraduate,1
Priya Dubey,27,289775,530,Salaried,0.58,42689,60,7,1,Single,Postgraduate,1
Pooja Tripathi,41,497884,762,Salaried,0.37,168154,60,1,0,Married,Undergraduate,0
Suresh Patel,33,233363,804,Self-employed,0.35,66562,36,6,0,Married,Undergraduate,0
Kavita Thakur,32,307978,649,Salaried,0.5,110020,72,7,1,Single,Postgraduate,1
Karan Kadam,58,566583,629,Salaried,0.49,243650,72,5,3,Single,Undergraduate,1
Nitin Pandey,37,565829,608,Government,0.16,250785,12,5,1,Single,Undergraduate,1
Aditya Kulkarni,32,200000,787,Government,0.53,74640,48,3,0,Single,Graduate,1
Meena Shinde,36,289749,619,Salaried,0.23,143342,12,1,2,Married,Graduate,1
Sanjay Pawar,38,811884,649,Government,0.35,390335,60,0,3,Single,Graduate,1
Suresh Mishra,31,341222,614,Unemployed,0.39,99286,72,7,2,Single,Postgraduate,1
Kavita Yadav,39,414599,686,Government,0.42,78260,48,0,1,Married,Graduate,0
Karan Gupta,41,802704,745,Salaried,0.23,247339,60,7,0,Single,Graduate,0
Sakshi Dubey,35,298766,800,Salaried,0.51,80564,60,2,0,Single,Undergraduate,1
Neha Choudhary,39,488802,627,Unemployed,0.42,99070,36,1,3,Married,Undergraduate,1
Sunil Verma,35,864334,659,Salaried,0.46,302101,48,3,0,Single,Graduate,1
Tanvi Kapoor,26,229820,679,Salaried,0.16,67223,24,5,0,Married,Postgraduate,0
Vivek Deshmukh,26,285971,677,Government,0.11,71969,24,6,1,Single,Postgraduate,0
Tanvi Sharma,52,344054,692,Self-employed,0.56,68396,24,1,1,Single,Postgraduate,1
Mahesh Kadam,38,217954,803,Business,0.35,21973,36,5,0,Single,Undergraduate,0
Amit Nair,21,378387,643,Salaried,0.44,163453,72,3,1,Married,Undergraduate,1
Ajay Menon,33,322279,691,Self-employed,0.59,145568,72,0,1,Single,Undergraduate,1
Riya Iyer,33,306818,719,Salaried,0.38,120468,24,1,1,Married,Postgraduate,0
Priya Choudhary,56,869061,533,Salaried,0.42,105506,48,3,3,Married,Undergraduate,1
Divya Patil,32,437763,744,Government,0.51,170997,60,5,0,Single,Undergraduate,1
Vikram Yadav,21,714025,534,Business,0.17,90964,72,1,2,Single,Undergraduate,1
Karan Dubey,25,200000,628,Business,0.11,66320,48,3,3,Married,Postgraduate,1
Karan Gupta,31,387675,606,Self-employed,0.23,108813,72,5,1,Married,Postgraduate,1
Swati Kulkarni,35,200000,625,Self-employed,0.53,83592,72,3,3,Married,Undergraduate,1
Mahesh Saxena,33,591099,512,Government,0.37,78206,24,3,2,Single,Graduate,1
Nitin Iyer,44,323406,738,Self-employed,0.2,122036,24,2,0,Single,Graduate,0
Sanjay Kulkarni,39,309405,662,Salaried,0.27,43758,48,4,1,Married,Postgraduate,0
Nisha Sawant,60,358565,622,Salaried,0.47,136937,72,1,3,Single,Graduate,1
Rahul Sawant,37,1015986,666,Unemployed,0.37,261535,12,0,1,Married,Undergraduate,1
Sanjay Tripathi,44,283546,741,Government,0.32,100969,48,6,0,Married,Graduate,0
Pooja Pawar,32,279570,645,Business,0.53,49515,12,6,2,Single,Graduate,1
Radhika Thakur,21,430663,669,Government,0.34,55862,12,5,0,Married,Undergraduate,0
Komal Iyer,21,621009,701,Government,0.53,101033,36,0,0,Single,Graduate,1
Deepak Choudhary,28,859693,572,Salaried,0.19,413794,36,5,1,Single,Postgraduate,1
Aditya Choudhary,50,594573,689,Government,0.26,268483,24,7,1,Married,Undergraduate,0
Nitin Choudhary,24,531054,603,Business,0.47,152522,24,5,3,Married,Graduate,1
Priya Verma,30,284833,609,Government,0.27,50585,72,7,2,Married,Postgraduate,1
Manoj Pawar,48,245014,660,Salaried,0.35,116634,72,2,0,Married,Undergraduate,0
Pooja Reddy,40,378479,561,Government,0.51,54344,72,0,3,Single,Postgraduate,1
Isha Reddy,46,996958,689,Government,0.36,197905,36,4,0,Single,Postgraduate,0
Vivek Chatterjee,30,332462,505,Self-employed,0.47,110852,60,6,3,Married,Undergraduate,1
Arjun Chatterjee,44,600369,659,Salaried,0.12,225986,60,1,0,Single,Undergraduate,0
Kavita Sawant,50,240558,716,Self-employed,0.44,71801,60,5,1,Single,Undergraduate,0
Nisha Singh,42,248315,669,Salaried,0.38,56165,72,2,0,Married,Postgraduate,0
Tanvi Mehta,42,454751,831,Self-employed,0.4,169966,12,3,0,Married,Postgraduate,0
Deepak Bhosale,27,281393,801,Salaried,0.43,87985,48,4,0,Single,Undergraduate,0
Rajesh Verma,35,453105,729,Salaried,0.19,208570,48,0,0,Married,Undergraduate,0
Vivek Choudhary,29,445614,647,Business,0.39,180249,12,4,2,Single,Postgraduate,1
Aditya Kulkarni,58,367603,666,Business,0.24,97280,72,0,1,Single,Postgraduate,0
Sunil Chavan,21,200000,574,Salaried,0.53,20101,60,7,1,Married,Undergraduate,1
Anjali Deshmukh,29,294724,749,Salaried,0.55,107418,72,5,0,Single,Postgraduate,1
Aditya Chavan,31,248631,587,Salaried,0.43,69478,36,4,2,Married,Graduate,1
Arjun Mane,21,336801,610,Self-employed,0.2,62892,36,1,3,Single,Undergraduate,1
Priya Verma,29,307811,804,Salaried,0.11,76338,72,1,0,Single,Undergraduate,0
Sanjay Sawant,29,271386,699,Business,0.29,73958,24,5,0,Single,Undergraduate,0
Amit Kulkarni,37,200000,640,Salaried,0.19,32677,60,5,2,Married,Undergraduate,1
Arjun Dubey,37,281678,706,Government,0.24,33226,60,5,0,Married,Postgraduate,0
Ankit Sharma,31,229761,703,Salaried,0.16,100042,36,6,0,Single,Undergraduate,0
Deepak Singh,21,249466,699,Self-employed,0.3,50064,12,6,1,Single,Postgraduate,0
Ajay Thakur,51,803996,707,Salaried,0.47,304334,48,5,0,Single,Postgraduate,1
Tanvi Sawant,24,381628,781,Salaried,0.37,98993,24,5,0,Married,Postgraduate,0
Aditya Gupta,38,200000,699,Salaried,0.52,86381,24,4,1,Single,Graduate,1
Rajesh Thakur,46,289120,520,Salaried,0.43,103591,72,2,1,Married,Postgraduate,1
Amit Pawar,21,1635051,768,Government,0.38,481219,48,5,0,Single,Postgraduate,0
Tanvi Nair,37,694094,696,Salaried,0.36,200303,60,4,1,Married,Undergraduate,0
Neha Sawant,24,1552134,619,Business,0.47,725079,24,4,1,Married,Postgraduate,1
Rahul Joshi,46,583303,700,Salaried,0.21,260427,24,7,1,Married,Undergraduate,0
Neha Mishra,33,200000,702,Business,0.15,47767,60,4,0,Married,Postgraduate,0
Preeti Patil,52,410495,592,Salaried,0.55,164619,48,2,2,Married,Undergraduate,1
Vivek Saxena,21,543482,765,Salaried,0.24,196616,72,4,0,Single,Undergraduate,0
Vivek Chatterjee,36,362591,688,Salaried,0.35,173406,72,1,0,Married,Postgraduate,0
Asha Chavan,26,339780,624,Salaried,0.51,85200,12,3,1,Married,Undergraduate,1
Rahul Thakur,41,357547,636,Salaried,0.39,169193,60,2,2,Single,Postgraduate,1
Sakshi Menon,50,538643,562,Salaried,0.54,266617,24,3,1,Single,Graduate,1
Ajay Pawar,39,333041,679,Salaried,0.29,106906,72,5,1,Married,Undergraduate,0
Pooja Gupta,36,408972,710,Business,0.41,59015,12,3,1,Married,Postgraduate,0
Deepak Mishra,28,442984,738,Salaried,0.49,79644,12,1,0,Married,Graduate,1
Harsh Pandey,46,325095,595,Self-employed,0.19,153023,24,6,1,Married,Postgraduate,1
Nitin Tripathi,61,654511,556,Government,0.53,71476,48,6,1,Married,Postgraduate,1
Rahul Dubey,24,998855,596,Salaried,0.2,195239,72,2,2,Married,Undergraduate,1
Amit Thakur,33,255137,774,Self-employed,0.25,104639,72,7,0,Single,Graduate,0
Riya Chavan,33,495555,671,Self-employed,0.38,233763,12,0,1,Single,Undergraduate,0
Anjali Singh,32,569441,717,Salaried,0.39,265338,72,3,1,Married,Graduate,0
Tanvi Bhosale,47,340941,690,Business,0.17,93727,48,6,0,Single,Postgraduate,0
Suresh Patil,33,348292,609,Business,0.31,54344,60,5,2,Single,Postgraduate,1
Ankita Chavan,26,479019,701,Salaried,0.52,202094,12,2,0,Married,Graduate,1
Ajay Mane,44,667046,713,Salaried,0.33,71069,48,0,1,Single,Graduate,0
Varun Iyer,31,585864,833,Salaried,0.21,171606,12,2,0,Single,Graduate,0
Suresh Tripathi,25,232412,579,Salaried,0.24,53788,72,1,3,Married,Undergraduate,1
Vivek Thakur,26,933655,791,Self-employed,0.36,413998,60,4,0,Single,Undergraduate,0
Amit Tripathi,38,200000,693,Business,0.33,30411,60,5,0,Married,Undergraduate,0
Priya Bhosale,39,922097,655,Salaried,0.31,209809,12,5,0,Married,Undergraduate,0
Tanvi Yadav,34,329338,737,Salaried,0.46,38204,36,1,0,Single,Undergraduate,1
Neha Mehta,21,420723,662,Salaried,0.53,195103,60,5,0,Single,Undergraduate,1
Kavita Pawar,31,388229,773,Government,0.53,45955,36,3,0,Single,Undergraduate,1
Manoj Chatterjee,31,617231,688,Salaried,0.12,133572,36,2,0,Single,Graduate,0
Vikram Iyer,25,483631,823,Salaried,0.18,194490,72,0,0,Single,Postgraduate,0
Ajay Kadam,33,462022,670,Government,0.37,63014,60,4,1,Single,Postgraduate,0
Komal Tripathi,34,526467,739,Business,0.48,263085,48,4,0,Married,Undergraduate,1
Isha Bhosale,52,553545,643,Self-employed,0.48,179571,72,6,3,Single,Undergraduate,1
Aditya Kulkarni,34,515917,690,Salaried,0.53,145770,12,4,1,Single,Undergraduate,1
Anjali Gupta,34,348838,748,Self-employed,0.48,141311,36,0,0,Single,Undergraduate,1
Swati Mane,39,475701,548,Salaried,0.51,121660,36,5,2,Married,Undergraduate,1
Sakshi Mishra,39,200000,717,Business,0.3,75452,48,6,0,Single,Undergraduate,0
Meena Thakur,21,681067,660,Salaried,0.11,194718,36,6,0,Single,Graduate,0
Nisha Saxena,27,774168,682,Salaried,0.35,220600,48,1,1,Single,Postgraduate,0
Vivek Deshmukh,22,498559,741,Self-employed,0.52,142079,24,2,0,Single,Graduate,1
Mahesh Deshmukh,43,1005521,702,Salaried,0.12,485672,48,5,0,Married,Undergraduate,0
Pooja More,40,608028,798,Salaried,0.59,108093,24,0,0,Married,Undergraduate,1
Varun Chatterjee,41,556984,766,Salaried,0.17,193268,48,4,0,Married,Postgraduate,0
Komal Mane,21,640225,648,Government,0.2,70153,60,4,1,Single,Undergraduate,1
Riya Verma,26,638869,743,Salaried,0.38,117155,72,2,0,Single,Undergraduate,0
Ankit More,34,253538,850,Self-employed,0.33,40225,36,4,0,Married,Postgraduate,0
Sakshi Dubey,41,885724,580,Government,0.57,211918,60,5,3,Married,Postgraduate,1
Harsh Pawar,37,1034185,783,Salaried,0.55,347728,48,7,0,Single,Undergraduate,1
Deepak Sharma,32,667828,797,Business,0.27,199361,24,1,0,Married,Postgraduate,0
Tanvi Reddy,21,226607,689,Salaried,0.54,91514,48,1,0,Married,Postgraduate,1
Swati Sawant,34,899364,612,Business,0.4,305999,60,7,2,Married,Postgraduate,1
